date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:52	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-572025c80cfc0%22	http://91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://91tt.cn/lib/bootstrap/css/bootstrap.min.css)
22:07:53	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-572025c80cfc0%22	http://91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://91tt.cn/lib/bootstrap/css/bootstrap.min.css)
22:07:53	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-572025c80cfc0%22	http://91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.html	(from http://91tt.cn/lib/bootstrap/css/bootstrap.min.css)
22:07:53	23424/23424	---M--	200	added ('OK')	application/x-font-woff	etag:%225b80-572025c80cfc0%22	http://91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://91tt.cn/lib/bootstrap/css/bootstrap.min.css)
22:07:53	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b15c-572025c80cfc0%22	http://91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://91tt.cn/lib/bootstrap/css/bootstrap.min.css)
22:07:53	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-572025c80cfc0%22	http://91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://91tt.cn/lib/bootstrap/css/bootstrap.min.css)
22:07:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Oct%202018%2014:07:53%20GMT	http://91tt.cn/lib/owlcarousel/owl.video.play.png	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/owlcarousel/owl.video.play.png	(from http://91tt.cn/lib/owlcarousel/owl.carousel.css)
22:07:56	1737/1737	---M--	200	added ('OK')	image/gif	etag:%226c9-572025c80cfc0%22	http://91tt.cn/lib/nivo-slider/img/loading.gif	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/nivo-slider/img/loading.gif	(from http://91tt.cn/css/nivo-slider-theme.css)
22:07:56	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-572025c80cfc0%22	http://91tt.cn/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/font-awesome/fonts/fontawesome-webfont3e6e.html	(from http://91tt.cn/lib/font-awesome/css/font-awesome.min.css)
22:07:56	1281/1281	---M--	200	added ('OK')	image/png	etag:%22501-572025c80cfc0%22	http://91tt.cn/lib/nivo-slider/img/bullets.png	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/nivo-slider/img/bullets.png	(from http://91tt.cn/css/nivo-slider-theme.css)
22:07:57	824/824	---M--	200	added ('OK')	image/png	etag:%22338-572025c80cfc0%22	http://91tt.cn/lib/nivo-slider/img/arrows.png	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/nivo-slider/img/arrows.png	(from http://91tt.cn/css/nivo-slider-theme.css)
22:07:57	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-572025c80cfc0%22	http://91tt.cn/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://91tt.cn/lib/font-awesome/css/font-awesome.min.css)
22:07:57	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-572025c80cfc0%22	http://91tt.cn/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://91tt.cn/lib/font-awesome/css/font-awesome.min.css)
22:07:57	24953/24953	---M--	200	added ('OK')	image/gif	etag:%226179-572025c80cfc0%22	http://91tt.cn/img/preloader.gif	C:/My%20Websites/http___91tt.cn_/91tt.cn/img/preloader.gif	(from http://91tt.cn/css/style.css)
22:07:58	300/300	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Oct%202018%2014:07:57%20GMT	http://91tt.cn/img/team/team01.jpg	C:/My%20Websites/http___91tt.cn_/91tt.cn/img/team/team01.jpg	(from http://91tt.cn/css/style.css)
22:07:59	18648/18648	---M--	200	added ('OK')	image/png	etag:%221832864419%22	http://map.baidu.com/image/us_mk_icon.png	C:/My%20Websites/http___91tt.cn_/map.baidu.com/image/us_mk_icon.png	(from http://91tt.cn/map.html)
22:08:02	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-572025c80cfc0%22	http://91tt.cn/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://91tt.cn/lib/font-awesome/css/font-awesome.min.css)
22:08:02	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-572025c80cfc0%22	http://91tt.cn/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://91tt.cn/lib/font-awesome/css/font-awesome.min.css)
22:08:05	220651/220651	---M--	200	added ('OK')	image/jpeg	etag:%2235deb-572025c80cfc0%22	http://91tt.cn/img/slider/slider1.jpg	C:/My%20Websites/http___91tt.cn_/91tt.cn/img/slider/slider1.jpg	(from http://91tt.cn/css/style.css)
22:08:06	442317/442317	---M--	200	added ('OK')	image/jpeg	etag:%226bfcd-572025c80cfc0%22	http://91tt.cn/img/background/bg1.jpg	C:/My%20Websites/http___91tt.cn_/91tt.cn/img/background/bg1.jpg	(from http://91tt.cn/css/style.css)
22:08:06	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-572025c80cfc0%22	http://91tt.cn/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Websites/http___91tt.cn_/91tt.cn/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://91tt.cn/lib/font-awesome/css/font-awesome.min.css)
